Mandante,Placar,Visitante,Rodada,Coringa,Jogador
Sport,2 x 1,Bragantino,4,NÃO,BRENINHO
Vitória,1 x 1,Fortaleza,4,NÃO,BRENINHO
Ceará,0 x 1,Vasco,4,NÃO,BRENINHO
Internacional,2 x 2,Palmeiras,4,SIM,BRENINHO
Vasco,1 x 1,Flamengo,5,SIM,BRENINHO
Fluminense,2 x 0,Vitória,5,NÃO,BRENINHO
Corinthians,3 x 1,Sport,5,NÃO,BRENINHO
São Paulo,1 x 1,Santos,5,NÃO,BRENINHO
Bragantino,2 x 1,Cruzeiro,5,NÃO,BRENINHO
Atlético-MG,0 x 1,Botafogo,5,NÃO,BRENINHO
Juventude,2 x 1,Mirassol,5,NÃO,BRENINHO
Bahia,0 x 0,Ceará,5,NÃO,BRENINHO
Fortaleza,2 x 2,Palmeiras,5,NÃO,BRENINHO
Grêmio,1 x 2,Internacional,5,SIM,BRENINHO
Flamengo,1 x 0,Corinthians,6,SIM,BRENINHO
Sport,1 x 1,Fortaleza,6,NÃO,BRENINHO
Palmeiras,2 x 0,Bahia,6,NÃO,BRENINHO
Santos,2 x 1,Bragantino,6,NÃO,BRENINHO
Mirassol,0 x 1,Atlético-MG,6,NÃO,BRENINHO
Cruzeiro,1 x 1,Vasco,6,NÃO,BRENINHO
Internacional,2 x 1,Juventude,6,NÃO,BRENINHO
Vitória,2 x 2,Grêmio,6,NÃO,BRENINHO
Ceará,1 x 1,São Paulo,6,NÃO,BRENINHO
Botafogo,2 x 0,Fluminense,6,SIM,BRENINHO
Vasco,0 x 2,Palmeiras,7,SIM,BRENINHO
Fluminense,2 x 1,Sport,7,NÃO,BRENINHO
Corinthians,3 x 2,Internacional,7,NÃO,BRENINHO
São Paulo,2 x 1,Fortaleza,7,NÃO,BRENINHO
Bragantino,1 x 1,Mirassol,7,NÃO,BRENINHO
Juventude,0 x 1,Atlético-MG,7,NÃO,BRENINHO
Grêmio,1 x 1,Santos,7,NÃO,BRENINHO
Bahia,1 x 2,Botafogo,7,NÃO,BRENINHO
Ceará,2 x 0,Vitória,7,NÃO,BRENINHO
Cruzeiro,1 x 1,Flamengo,7,SIM,BRENINHO
Botafogo,3 x 1,Internacional,8,SIM,BRENINHO
Sport,0 x 1,Cruzeiro,8,NÃO,BRENINHO
Flamengo,1 x 0,Bahia,8,NÃO,BRENINHO
Santos,2 x 0,Ceará,8,NÃO,BRENINHO
Mirassol,0 x 1,Corinthians,8,NÃO,BRENINHO
Atlético-MG,3 x 2,Fluminense,8,NÃO,BRENINHO
Grêmio,2 x 1,Bragantino,8,NÃO,BRENINHO
Vitória,1 x 1,Vasco,8,NÃO,BRENINHO
Fortaleza,1 x 0,Juventude,8,NÃO,BRENINHO
Palmeiras,1 x 1,São Paulo,8,SIM,BRENINHO
Flamengo,2 x 1,Internacional,1,SIM,NARIZ
Vasco,2 x 1,Santos,1,NÃO,NARIZ
Juventude,1 x 0,Vitória,1,NÃO,NARIZ
São Paulo,2 x 0,Sport,1,NÃO,NARIZ
Bragantino,1 x 0,Ceará,1,NÃO,NARIZ
Cruzeiro,2 x 0,Mirassol,1,NÃO,NARIZ
Grêmio,1 x 1,Atlético-MG,1,NÃO,NARIZ
Bahia,2 x 1,Corinthians,1,NÃO,NARIZ
Fortaleza,1 x 0,Fluminense,1,NÃO,NARIZ
Palmeiras,2 x 1,Botafogo,1,SIM,NARIZ
Atlético-MG,2 x 1,São Paulo,2,SIM,NARIZ
Botafogo,2 x 0,Juventude,2,NÃO,NARIZ
Corinthians,2 x 1,Vasco,2,NÃO,NARIZ
Santos,1 x 0,Bahia,2,NÃO,NARIZ
Mirassol,0 x 1,Fortaleza,2,NÃO,NARIZ
Sport,1 x 2,Palmeiras,2,NÃO,NARIZ
Fluminense,1 x 0,Bragantino,2,NÃO,NARIZ
Vitória,1 x 2,Flamengo,2,NÃO,NARIZ
Ceará,1 x 0,Grêmio,2,NÃO,NARIZ
Internacional,2 x 1,Cruzeiro,2,SIM,NARIZ
Palmeiras,2 x 1,Corinthians,3,SIM,NARIZ
Vasco,1 x 0,Sport,3,NÃO,NARIZ
Fluminense,2 x 1,Santos,3,NÃO,NARIZ
São Paulo,1 x 0,Cruzeiro,3,NÃO,NARIZ
Bragantino,1 x 0,Botafogo,3,NÃO,NARIZ
Atlético-MG,2 x 0,Vitória,3,NÃO,NARIZ
Juventude,1 x 0,Ceará,3,NÃO,NARIZ
Bahia,1 x 0,Mirassol,3,NÃO,NARIZ
Fortaleza,1 x 2,Internacional,3,NÃO,NARIZ
Grêmio,1 x 2,Flamengo,3,SIM,NARIZ
Santos,2 x 1,Atlético-MG,4,SIM,NARIZ
Botafogo,1 x 0,São Paulo,4,NÃO,NARIZ
Corinthians,2 x 1,Fluminense,4,NÃO,NARIZ
Flamengo,2 x 0,Juventude,4,NÃO,NARIZ
Mirassol,1 x 1,Grêmio,4,NÃO,NARIZ
Cruzeiro,1 x 0,Bahia,4,NÃO,NARIZ
Sport,1 x 0,Bragantino,4,NÃO,NARIZ
Vitória,1 x 1,Fortaleza,4,NÃO,NARIZ
Ceará,1 x 0,Vasco,4,NÃO,NARIZ
Internacional,2 x 1,Palmeiras,4,SIM,NARIZ
Vasco,0 x 2,Flamengo,5,SIM,NARIZ
Fluminense,2 x 0,Vitória,5,NÃO,NARIZ
Corinthians,2 x 0,Sport,5,NÃO,NARIZ
São Paulo,1 x 0,Santos,5,NÃO,NARIZ
Bragantino,1 x 1,Cruzeiro,5,NÃO,NARIZ
Atlético-MG,2 x 1,Botafogo,5,NÃO,NARIZ
Juventude,2 x 1,Mirassol,5,NÃO,NARIZ
Bahia,1 x 0,Ceará,5,NÃO,NARIZ
Fortaleza,0 x 1,Palmeiras,5,NÃO,NARIZ
Grêmio,1 x 1,Internacional,5,SIM,NARIZ
Flamengo,2 x 0,Corinthians,6,SIM,NARIZ
Sport,0 x 1,Fortaleza,6,NÃO,NARIZ
Palmeiras,2 x 0,Bahia,6,NÃO,NARIZ
Santos,2 x 1,Bragantino,6,NÃO,NARIZ
Mirassol,0 x 1,Atlético-MG,6,NÃO,NARIZ
Cruzeiro,2 x 0,Vasco,6,NÃO,NARIZ
Internacional,2 x 0,Juventude,6,NÃO,NARIZ
Vitória,1 x 1,Grêmio,6,NÃO,NARIZ
Ceará,1 x 1,São Paulo,6,NÃO,NARIZ
Botafogo,2 x 1,Fluminense,6,SIM,NARIZ
Vasco,1 x 2,Palmeiras,7,SIM,NARIZ
Fluminense,2 x 0,Sport,7,NÃO,NARIZ
Corinthians,2 x 1,Internacional,7,NÃO,NARIZ
São Paulo,2 x 1,Fortaleza,7,NÃO,NARIZ
Bragantino,1 x 0,Mirassol,7,NÃO,NARIZ
Juventude,1 x 2,Atlético-MG,7,NÃO,NARIZ
Grêmio,1 x 0,Santos,7,NÃO,NARIZ
Bahia,1 x 0,Botafogo,7,NÃO,NARIZ
Ceará,1 x 0,Vitória,7,NÃO,NARIZ
Cruzeiro,1 x 2,Flamengo,7,SIM,NARIZ
Botafogo,2 x 1,Internacional,8,SIM,NARIZ
Sport,0 x 1,Cruzeiro,8,NÃO,NARIZ
Flamengo,2 x 0,Bahia,8,NÃO,NARIZ
Santos,2 x 0,Ceará,8,NÃO,NARIZ
Mirassol,0 x 1,Corinthians,8,NÃO,NARIZ
Atlético-MG,2 x 1,Fluminense,8,NÃO,NARIZ
Grêmio,1 x 0,Bragantino,8,NÃO,NARIZ
Vitória,1 x 0,Vasco,8,NÃO,NARIZ
Fortaleza,2 x 1,Juventude,8,NÃO,NARIZ
Palmeiras,1 x 0,São Paulo,8,SIM,NARIZ
Flamengo,2 x 0,Internacional,1,SIM,KAIQUE
Vasco,1 x 0,Santos,1,NÃO,KAIQUE
Juventude,1 x 3,Vitória,1,NÃO,KAIQUE
São Paulo,3 x 0,Sport,1,NÃO,KAIQUE
Bragantino,2 x 0,Ceará,1,NÃO,KAIQUE
Cruzeiro,3 x 0,Mirassol,1,NÃO,KAIQUE
Grêmio,1 x 2,Atlético-MG,1,NÃO,KAIQUE
Bahia,0 x 1,Corinthians,1,NÃO,KAIQUE
Fortaleza,2 x 1,Fluminense,1,NÃO,KAIQUE
Palmeiras,2 x 0,Botafogo,1,SIM,KAIQUE
Atlético-MG,2 x 1,São Paulo,2,SIM,KAIQUE
Botafogo,2 x 0,Juventude,2,NÃO,KAIQUE
Corinthians,2 x 1,Vasco,2,NÃO,KAIQUE
Santos,1 x 0,Bahia,2,NÃO,KAIQUE
Mirassol,0 x 2,Fortaleza,2,NÃO,KAIQUE
Sport,1 x 3,Palmeiras,2,NÃO,KAIQUE
Fluminense,2 x 1,Bragantino,2,NÃO,KAIQUE
Vitória,0 x 2,Flamengo,2,NÃO,KAIQUE
Ceará,1 x 2,Grêmio,2,NÃO,KAIQUE
Internacional,2 x 0,Cruzeiro,2,SIM,KAIQUE
Palmeiras,0 x 0,Corinthians,3,SIM,KAIQUE
Vasco,2 x 0,Sport,3,NÃO,KAIQUE
Fluminense,2 x 1,Santos,3,NÃO,KAIQUE
São Paulo,1 x 0,Cruzeiro,3,NÃO,KAIQUE
Bragantino,1 x 2,Botafogo,3,NÃO,KAIQUE
Atlético-MG,3 x 0,Vitória,3,NÃO,KAIQUE
Juventude,2 x 0,Ceará,3,NÃO,KAIQUE
Bahia,3 x 0,Mirassol,3,NÃO,KAIQUE
Fortaleza,1 x 2,Internacional,3,NÃO,KAIQUE
Grêmio,1 x 3,Flamengo,3,SIM,KAIQUE
Santos,1 x 2,Atlético-MG,4,SIM,KAIQUE
Botafogo,1 x 0,São Paulo,4,NÃO,KAIQUE
Corinthians,2 x 1,Fluminense,4,NÃO,KAIQUE
Flamengo,3 x 0,Juventude,4,NÃO,KAIQUE
Mirassol,0 x 2,Grêmio,4,NÃO,KAIQUE
Cruzeiro,2 x 1,Bahia,4,NÃO,KAIQUE
Sport,1 x 3,Bragantino,4,NÃO,KAIQUE
Vitória,0 x 1,Fortaleza,4,NÃO,KAIQUE
Ceará,1 x 0,Vasco,4,NÃO,KAIQUE
Internacional,2 x 1,Palmeiras,4,SIM,KAIQUE
Vasco,1 x 3,Flamengo,5,SIM,KAIQUE
Fluminense,2 x 0,Vitória,5,NÃO,KAIQUE
Corinthians,3 x 1,Sport,5,NÃO,KAIQUE
São Paulo,1 x 0,Santos,5,NÃO,KAIQUE
Bragantino,1 x 2,Cruzeiro,5,NÃO,KAIQUE
Atlético-MG,1 x 0,Botafogo,5,NÃO,KAIQUE
Juventude,2 x 0,Mirassol,5,NÃO,KAIQUE
Bahia,2 x 1,Ceará,5,NÃO,KAIQUE
Fortaleza,0 x 2,Palmeiras,5,NÃO,KAIQUE
Grêmio,1 x 0,Internacional,5,SIM,KAIQUE
Flamengo,2 x 0,Corinthians,6,SIM,KAIQUE
Sport,1 x 2,Fortaleza,6,NÃO,KAIQUE
Palmeiras,3 x 1,Bahia,6,NÃO,KAIQUE
Santos,1 x 0,Bragantino,6,NÃO,KAIQUE
Mirassol,1 x 3,Atlético-MG,6,NÃO,KAIQUE
Cruzeiro,2 x 0,Vasco,6,NÃO,KAIQUE
Internacional,3 x 1,Juventude,6,NÃO,KAIQUE
Vitória,1 x 0,Grêmio,6,NÃO,KAIQUE
Ceará,1 x 2,São Paulo,6,NÃO,KAIQUE
Botafogo,1 x 0,Fluminense,6,SIM,KAIQUE
Vasco,1 x 2,Palmeiras,7,SIM,KAIQUE
Fluminense,3 x 1,Sport,7,NÃO,KAIQUE
Corinthians,2 x 1,Internacional,7,NÃO,KAIQUE
São Paulo,1 x 0,Fortaleza,7,NÃO,KAIQUE
Bragantino,2 x 0,Mirassol,7,NÃO,KAIQUE
Juventude,1 x 2,Atlético-MG,7,NÃO,KAIQUE
Grêmio,1 x 0,Santos,7,NÃO,KAIQUE
Bahia,2 x 1,Botafogo,7,NÃO,KAIQUE
Ceará,1 x 0,Vitória,7,NÃO,KAIQUE
Cruzeiro,1 x 3,Flamengo,7,SIM,KAIQUE
Botafogo,1 x 0,Internacional,8,SIM,KAIQUE
Sport,2 x 1,Cruzeiro,8,NÃO,KAIQUE
Flamengo,2 x 0,Bahia,8,NÃO,KAIQUE
Santos,1 x 0,Ceará,8,NÃO,KAIQUE
Mirassol,1 x 3,Corinthians,8,NÃO,KAIQUE
Atlético-MG,2 x 0,Fluminense,8,NÃO,KAIQUE
Grêmio,3 x 1,Bragantino,8,NÃO,KAIQUE
Vitória,1 x 0,Vasco,8,NÃO,KAIQUE
Fortaleza,2 x 1,Juventude,8,NÃO,KAIQUE
Palmeiras,1 x 0,São Paulo,8,SIM,KAIQUE
Flamengo,1 x 1,Internacional,1,SIM,ARY
Vasco,1 x 1,Santos,1,NÃO,ARY
Juventude,1 x 0,Vitória,1,NÃO,ARY
São Paulo,2 x 1,Sport,1,NÃO,ARY
Bragantino,2 x 1,Ceará,1,NÃO,ARY
Cruzeiro,3 x 1,Mirassol,1,NÃO,ARY
Grêmio,0 x 0,Atlético-MG,1,NÃO,ARY
Bahia,1 x 0,Corinthians,1,NÃO,ARY
Fortaleza,1 x 2,Fluminense,1,NÃO,ARY
Palmeiras,2 x 1,Botafogo,1,SIM,ARY
Atlético-MG,2 x 1,São Paulo,2,SIM,ARY
Botafogo,2 x 0,Juventude,2,NÃO,ARY
Corinthians,3 x 1,Vasco,2,NÃO,ARY
Santos,1 x 1,Bahia,2,NÃO,ARY
Mirassol,1 x 0,Fortaleza,2,NÃO,ARY
Sport,1 x 1,Palmeiras,2,NÃO,ARY
Fluminense,2 x 1,Bragantino,2,NÃO,ARY
Vitória,1 x 1,Flamengo,2,NÃO,ARY
Ceará,2 x 1,Grêmio,2,NÃO,ARY
Internacional,2 x 1,Cruzeiro,2,SIM,ARY
Palmeiras,1 x 1,Corinthians,3,SIM,ARY
Vasco,2 x 1,Sport,3,NÃO,ARY
Fluminense,2 x 1,Santos,3,NÃO,ARY
São Paulo,1 x 1,Cruzeiro,3,NÃO,ARY
Bragantino,1 x 1,Botafogo,3,NÃO,ARY
Atlético-MG,3 x 1,Vitória,3,NÃO,ARY
Juventude,2 x 1,Ceará,3,NÃO,ARY
Bahia,3 x 0,Mirassol,3,NÃO,ARY
Fortaleza,0 x 1,Internacional,3,NÃO,ARY
Grêmio,1 x 1,Flamengo,3,SIM,ARY
Santos,1 x 2,Atlético-MG,4,SIM,ARY
Botafogo,1 x 1,São Paulo,4,NÃO,ARY
Corinthians,1 x 1,Fluminense,4,NÃO,ARY
Flamengo,3 x 1,Juventude,4,NÃO,ARY
Mirassol,1 x 2,Grêmio,4,NÃO,ARY
Cruzeiro,2 x 1,Bahia,4,NÃO,ARY
Sport,2 x 0,Bragantino,4,NÃO,ARY
Vitória,0 x 1,Fortaleza,4,NÃO,ARY
Ceará,2 x 1,Vasco,4,NÃO,ARY
Internacional,1 x 1,Palmeiras,4,SIM,ARY
Vasco,2 x 1,Flamengo,5,SIM,ARY
Fluminense,3 x 1,Vitória,5,NÃO,ARY
Corinthians,3 x 0,Sport,5,NÃO,ARY
São Paulo,1 x 1,Santos,5,NÃO,ARY
Bragantino,1 x 2,Cruzeiro,5,NÃO,ARY
Atlético-MG,2 x 1,Botafogo,5,NÃO,ARY
Juventude,3 x 0,Mirassol,5,NÃO,ARY
Bahia,3 x 0,Ceará,5,NÃO,ARY
Fortaleza,1 x 1,Palmeiras,5,NÃO,ARY
Grêmio,0 x 0,Internacional,5,SIM,ARY
Flamengo,1 x 1,Corinthians,6,SIM,ARY
Sport,1 x 0,Fortaleza,6,NÃO,ARY
Palmeiras,1 x 1,Bahia,6,NÃO,ARY
Santos,2 x 1,Bragantino,6,NÃO,ARY
Mirassol,1 x 2,Atlético-MG,6,NÃO,ARY
Cruzeiro,2 x 1,Vasco,6,NÃO,ARY
Internacional,2 x 0,Juventude,6,NÃO,ARY
Vitória,0 x 0,Grêmio,6,NÃO,ARY
Ceará,1 x 1,São Paulo,6,NÃO,ARY
Botafogo,1 x 2,Fluminense,6,SIM,ARY
Vasco,1 x 2,Palmeiras,7,SIM,ARY
Fluminense,3 x 1,Sport,7,NÃO,ARY
Corinthians,1 x 1,Internacional,7,NÃO,ARY
São Paulo,2 x 0,Fortaleza,7,NÃO,ARY
Bragantino,2 x 1,Mirassol,7,NÃO,ARY
Juventude,0 x 0,Atlético-MG,7,NÃO,ARY
Grêmio,1 x 1,Santos,7,NÃO,ARY
Bahia,2 x 1,Botafogo,7,NÃO,ARY
Ceará,2 x 1,Vitória,7,NÃO,ARY
Cruzeiro,2 x 1,Flamengo,7,SIM,ARY
Botafogo,1 x 1,Internacional,8,SIM,ARY
Sport,2 x 1,Cruzeiro,8,NÃO,ARY
Flamengo,2 x 2,Bahia,8,NÃO,ARY
Santos,2 x 0,Ceará,8,NÃO,ARY
Mirassol,1 x 1,Corinthians,8,NÃO,ARY
Atlético-MG,1 x 1,Fluminense,8,NÃO,ARY
Grêmio,2 x 0,Bragantino,8,NÃO,ARY
Vitória,1 x 0,Vasco,8,NÃO,ARY
Fortaleza,3 x 0,Juventude,8,NÃO,ARY
Palmeiras,2 x 2,São Paulo,8,SIM,ARY
Flamengo,2 x 1,Internacional,1,SIM,KAIO
Vasco,1 x 0,Santos,1,NÃO,KAIO
Juventude,1 x 0,Vitória,1,NÃO,KAIO
São Paulo,2 x 0,Sport,1,NÃO,KAIO
Bragantino,1 x 0,Ceará,1,NÃO,KAIO
Cruzeiro,2 x 0,Mirassol,1,NÃO,KAIO
Grêmio,2 x 1,Atlético-MG,1,NÃO,KAIO
Bahia,2 x 1,Corinthians,1,NÃO,KAIO
Fortaleza,1 x 0,Fluminense,1,NÃO,KAIO
Palmeiras,2 x 1,Botafogo,1,SIM,KAIO
Atlético-MG,2 x 1,São Paulo,2,SIM,KAIO
Botafogo,2 x 0,Juventude,2,NÃO,KAIO
Corinthians,1 x 0,Vasco,2,NÃO,KAIO
Santos,2 x 1,Bahia,2,NÃO,KAIO
Mirassol,0 x 1,Fortaleza,2,NÃO,KAIO
Sport,1 x 2,Palmeiras,2,NÃO,KAIO
Fluminense,1 x 0,Bragantino,2,NÃO,KAIO
Vitória,0 x 2,Flamengo,2,NÃO,KAIO
Ceará,0 x 1,Grêmio,2,NÃO,KAIO
Internacional,2 x 1,Cruzeiro,2,SIM,KAIO
Palmeiras,2 x 1,Corinthians,3,SIM,KAIO
Vasco,2 x 0,Sport,3,NÃO,KAIO
Fluminense,2 x 1,Santos,3,NÃO,KAIO
São Paulo,2 x 1,Cruzeiro,3,NÃO,KAIO
Bragantino,0 x 1,Botafogo,3,NÃO,KAIO
Atlético-MG,2 x 0,Vitória,3,NÃO,KAIO
Juventude,1 x 0,Ceará,3,NÃO,KAIO
Bahia,1 x 0,Mirassol,3,NÃO,KAIO
Fortaleza,0 x 1,Internacional,3,NÃO,KAIO
Grêmio,1 x 2,Flamengo,3,SIM,KAIO
Santos,2 x 1,Atlético-MG,4,SIM,KAIO
Botafogo,2 x 1,São Paulo,4,NÃO,KAIO
Corinthians,2 x 0,Fluminense,4,NÃO,KAIO
Flamengo,2 x 0,Juventude,4,NÃO,KAIO
Mirassol,0 x 1,Grêmio,4,NÃO,KAIO
Cruzeiro,2 x 1,Bahia,4,NÃO,KAIO
Sport,1 x 0,Bragantino,4,NÃO,KAIO
Vitória,0 x 1,Fortaleza,4,NÃO,KAIO
Ceará,1 x 0,Vasco,4,NÃO,KAIO
Internacional,2 x 1,Palmeiras,4,SIM,KAIO
Vasco,1 x 2,Flamengo,5,SIM,KAIO
Fluminense,1 x 0,Vitória,5,NÃO,KAIO
Corinthians,2 x 0,Sport,5,NÃO,KAIO
São Paulo,2 x 1,Santos,5,NÃO,KAIO
Bragantino,1 x 0,Cruzeiro,5,NÃO,KAIO
Atlético-MG,2 x 1,Botafogo,5,NÃO,KAIO
Juventude,1 x 0,Mirassol,5,NÃO,KAIO
Bahia,2 x 1,Ceará,5,NÃO,KAIO
Fortaleza,0 x 1,Palmeiras,5,NÃO,KAIO
Grêmio,1 x 2,Internacional,5,SIM,KAIO
Flamengo,2 x 1,Corinthians,6,SIM,KAIO
Sport,0 x 1,Fortaleza,6,NÃO,KAIO
Palmeiras,2 x 1,Bahia,6,NÃO,KAIO
Santos,2 x 1,Bragantino,6,NÃO,KAIO
Mirassol,0 x 1,Atlético-MG,6,NÃO,KAIO
Cruzeiro,2 x 1,Vasco,6,NÃO,KAIO
Internacional,2 x 0,Juventude,6,NÃO,KAIO
Vitória,0 x 1,Grêmio,6,NÃO,KAIO
Ceará,0 x 1,São Paulo,6,NÃO,KAIO
Botafogo,2 x 1,Fluminense,6,SIM,KAIO
Vasco,1 x 2,Palmeiras,7,SIM,KAIO
Fluminense,2 x 0,Sport,7,NÃO,KAIO
Corinthians,2 x 1,Internacional,7,NÃO,KAIO
São Paulo,2 x 1,Fortaleza,7,NÃO,KAIO
Bragantino,1 x 0,Mirassol,7,NÃO,KAIO
Juventude,0 x 1,Atlético-MG,7,NÃO,KAIO
Grêmio,2 x 1,Santos,7,NÃO,KAIO
Bahia,1 x 0,Botafogo,7,NÃO,KAIO
Ceará,1 x 0,Vitória,7,NÃO,KAIO
Cruzeiro,1 x 2,Flamengo,7,SIM,KAIO
Botafogo,2 x 1,Internacional,8,SIM,KAIO
Sport,1 x 2,Cruzeiro,8,NÃO,KAIO
Flamengo,2 x 0,Bahia,8,NÃO,KAIO
Santos,2 x 0,Ceará,8,NÃO,KAIO
Mirassol,0 x 1,Corinthians,8,NÃO,KAIO
Atlético-MG,2 x 1,Fluminense,8,NÃO,KAIO
Grêmio,1 x 0,Bragantino,8,NÃO,KAIO
Vitória,1 x 0,Vasco,8,NÃO,KAIO
Fortaleza,2 x 0,Juventude,8,NÃO,KAIO
Palmeiras,2 x 1,São Paulo,8,SIM,KAIO
Flamengo,2 x 1,Internacional,1,SIM,VITOR
Vasco,1 x 1,Santos,1,NÃO,VITOR
Juventude,1 x 1,Vitória,1,NÃO,VITOR
São Paulo,1 x 0,Sport,1,NÃO,VITOR
Bragantino,1 x 1,Ceará,1,NÃO,VITOR
Cruzeiro,2 x 0,Mirassol,1,NÃO,VITOR
Grêmio,0 x 1,Atlético-MG,1,NÃO,VITOR
Bahia,1 x 1,Corinthians,1,NÃO,VITOR
Fortaleza,2 x 1,Fluminense,1,NÃO,VITOR
Palmeiras,2 x 1,Botafogo,1,SIM,VITOR
Atlético-MG,2 x 0,São Paulo,2,SIM,VITOR
Botafogo,2 x 0,Juventude,2,NÃO,VITOR
Corinthians,3 x 0,Vasco,2,NÃO,VITOR
Santos,1 x 1,Bahia,2,NÃO,VITOR
Mirassol,0 x 1,Fortaleza,2,NÃO,VITOR
Sport,1 x 1,Palmeiras,2,NÃO,VITOR
Fluminense,2 x 1,Bragantino,2,NÃO,VITOR
Vitória,0 x 3,Flamengo,2,NÃO,VITOR
Ceará,1 x 0,Grêmio,2,NÃO,VITOR
Internacional,1 x 1,Cruzeiro,2,SIM,VITOR
Palmeiras,0 x 0,Corinthians,3,SIM,VITOR
Vasco,1 x 0,Sport,3,NÃO,VITOR
Fluminense,2 x 1,Santos,3,NÃO,VITOR
São Paulo,1 x 1,Cruzeiro,3,NÃO,VITOR
Bragantino,1 x 0,Botafogo,3,NÃO,VITOR
Atlético-MG,3 x 0,Vitória,3,NÃO,VITOR
Juventude,2 x 1,Ceará,3,NÃO,VITOR
Bahia,3 x 0,Mirassol,3,NÃO,VITOR
Fortaleza,2 x 0,Internacional,3,NÃO,VITOR
Grêmio,1 x 2,Flamengo,3,SIM,VITOR
Santos,2 x 2,Atlético-MG,4,SIM,VITOR
Botafogo,2 x 1,São Paulo,4,NÃO,VITOR
Corinthians,2 x 1,Fluminense,4,NÃO,VITOR
Flamengo,4 x 0,Juventude,4,NÃO,VITOR
Mirassol,1 x 1,Grêmio,4,NÃO,VITOR
Cruzeiro,1 x 1,Bahia,4,NÃO,VITOR
Sport,1 x 0,Bragantino,4,NÃO,VITOR
Vitória,2 x 0,Fortaleza,4,NÃO,VITOR
Ceará,2 x 0,Vasco,4,NÃO,VITOR
Internacional,3 x 1,Palmeiras,4,SIM,VITOR
Vasco,0 x 2,Flamengo,5,SIM,VITOR
Fluminense,2 x 1,Vitória,5,NÃO,VITOR
Corinthians,2 x 0,Sport,5,NÃO,VITOR
São Paulo,2 x 1,Santos,5,NÃO,VITOR
Bragantino,1 x 2,Cruzeiro,5,NÃO,VITOR
Atlético-MG,2 x 0,Botafogo,5,NÃO,VITOR
Juventude,2 x 0,Mirassol,5,NÃO,VITOR
Bahia,2 x 0,Ceará,5,NÃO,VITOR
Fortaleza,1 x 0,Palmeiras,5,NÃO,VITOR
Grêmio,1 x 1,Internacional,5,SIM,VITOR
Flamengo,1 x 0,Corinthians,6,SIM,VITOR
Sport,1 x 2,Fortaleza,6,NÃO,VITOR
Palmeiras,2 x 1,Bahia,6,NÃO,VITOR
Santos,2 x 0,Bragantino,6,NÃO,VITOR
Mirassol,0 x 2,Atlético-MG,6,NÃO,VITOR
Cruzeiro,1 x 0,Vasco,6,NÃO,VITOR
Internacional,2 x 0,Juventude,6,NÃO,VITOR
Vitória,1 x 0,Grêmio,6,NÃO,VITOR
Ceará,1 x 1,São Paulo,6,NÃO,VITOR
Botafogo,1 x 1,Fluminense,6,SIM,VITOR
Vasco,1 x 2,Palmeiras,7,SIM,VITOR
Fluminense,2 x 0,Sport,7,NÃO,VITOR
Corinthians,1 x 1,Internacional,7,NÃO,VITOR
São Paulo,2 x 0,Fortaleza,7,NÃO,VITOR
Bragantino,2 x 0,Mirassol,7,NÃO,VITOR
Juventude,1 x 1,Atlético-MG,7,NÃO,VITOR
Grêmio,2 x 2,Santos,7,NÃO,VITOR
Bahia,1 x 0,Botafogo,7,NÃO,VITOR
Ceará,1 x 2,Vitória,7,NÃO,VITOR
Cruzeiro,1 x 3,Flamengo,7,SIM,VITOR
Botafogo,2 x 1,Internacional,8,SIM,VITOR
Sport,1 x 1,Cruzeiro,8,NÃO,VITOR
Flamengo,3 x 0,Bahia,8,NÃO,VITOR
Santos,1 x 0,Ceará,8,NÃO,VITOR
Mirassol,1 x 2,Corinthians,8,NÃO,VITOR
Atlético-MG,2 x 0,Fluminense,8,NÃO,VITOR
Grêmio,1 x 0,Bragantino,8,NÃO,VITOR
Vitória,2 x 0,Vasco,8,NÃO,VITOR
Fortaleza,2 x 0,Juventude,8,NÃO,VITOR
Palmeiras,1 x 1,São Paulo,8,SIM,VITOR
Flamengo,2 x 0,Internacional,1,SIM,BRIAN
Vasco,1 x 0,Santos,1,NÃO,BRIAN
Juventude,2 x 0,Vitória,1,NÃO,BRIAN
São Paulo,2 x 1,Sport,1,NÃO,BRIAN
Bragantino,2 x 1,Ceará,1,NÃO,BRIAN
Cruzeiro,3 x 1,Mirassol,1,NÃO,BRIAN
Grêmio,1 x 2,Atlético-MG,1,NÃO,BRIAN
Bahia,1 x 1,Corinthians,1,NÃO,BRIAN
Fortaleza,0 x 1,Fluminense,1,NÃO,BRIAN
Palmeiras,2 x 0,Botafogo,1,SIM,BRIAN
Atlético-MG,2 x 1,São Paulo,2,SIM,BRIAN
Botafogo,2 x 1,Juventude,2,NÃO,BRIAN
Corinthians,3 x 1,Vasco,2,NÃO,BRIAN
Santos,1 x 0,Bahia,2,NÃO,BRIAN
Mirassol,2 x 0,Fortaleza,2,NÃO,BRIAN
Sport,0 x 3,Palmeiras,2,NÃO,BRIAN
Fluminense,1 x 0,Bragantino,2,NÃO,BRIAN
Vitória,1 x 2,Flamengo,2,NÃO,BRIAN
Ceará,1 x 0,Grêmio,2,NÃO,BRIAN
Internacional,1 x 1,Cruzeiro,2,SIM,BRIAN
Palmeiras,2 x 0,Corinthians,3,SIM,BRIAN
Vasco,2 x 1,Sport,3,NÃO,BRIAN
